mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,Emotion
-705.9347,67.64468,4.339552,12.473219,3.3412426,9.96758,-4.7237124,10.539663,-7.325342,-5.9117813,3.186145,-2.602966,-0.289669,0.01538174,0.021378525,0.020298129,0.018634591,0.016572887,0.01433352,0.012142137,0.010198928,0.008653951,0.0075906343,0.007020615,0.0068894885,0.007091979,-0.0053801048,-0.007854753,-0.008556327,-0.009610639,-0.010863496,-0.012132554,-0.013234138,-0.0140093835,-0.014345618,-0.014189876,-0.013552564,-0.012501264,-0.011146436,8
-570.34467,98.47781,-0.8498666,-1.0097473,6.1233306,12.502593,-12.20582,-12.833375,-6.3447328,-7.4480143,-12.626661,-3.494699,0.23337033,-0.010766462,-0.014461974,-0.012629701,-0.010662767,-0.0091076745,-0.007750867,-0.00607251,-0.003967696,-0.0019336408,-0.00056431966,4.770425e-05,0.00036136727,0.0008979916,-0.0034867977,-0.0050014444,-0.005095718,-0.0050116726,-0.0047282316,-0.0044642542,-0.0044506732,-0.004680312,-0.0049323775,-0.005043063,-0.005096644,-0.005300842,-0.0056888945,3
-731.6896,100.41416,3.045822,10.881731,10.803287,13.8197565,-6.8653564,-0.9658317,-7.8296504,-2.9673066,2.1682127,2.0765624,-5.4088187,0.084108196,0.11140896,0.081097834,0.03578618,0.006354476,0.0025359734,0.009957971,0.017380884,0.017381398,-0.0018976995,-0.0367132,-0.05317797,-0.034096252,-0.070938036,-0.0651587,-0.012989611,-0.003869517,-0.015317266,-0.015703771,-0.011701886,-0.004383445,0.008807797,0.0072760885,-0.007996589,-0.010671369,-0.0052534705,3
-776.76276,69.23989,1.0647253,22.084442,11.639753,24.02406,-2.538292,5.5145826,-2.4843915,4.5863523,-0.4642296,-0.14055905,0.92381686,0.05461592,0.082708724,0.06854687,0.040720783,0.027395342,0.038682394,0.05734189,0.043048423,0.02585547,0.026494984,0.023478854,0.004075365,-0.015314706,-0.03767597,-0.032042358,0.00068622845,0.010348402,0.005450705,-0.0045495294,-0.007912178,0.0009591222,0.007349059,0.008728607,0.005170287,0.0012995935,0.0013485465,6
-545.97205,74.36102,-5.943343,5.404936,8.538132,8.578002,-10.691102,-2.4812496,-2.2091565,-6.3000436,-10.124526,-0.65364313,0.49501622,-3.2479995e-05,-4.5816418e-05,-4.581016e-05,-4.578638e-05,-4.578638e-05,-4.57213e-05,-4.5711287e-05,-4.565747e-05,-4.5606157e-05,-4.5535446e-05,-4.547099e-05,-4.5400906e-05,-4.5335826e-05,-1.7438973e-05,-2.465661e-05,-2.4660365e-05,-2.4642844e-05,-2.462939e-05,-2.4600604e-05,-2.4586525e-05,-2.4569941e-05,-2.4532708e-05,-2.4504548e-05,-2.4472165e-05,-2.4435401e-05,-2.4390032e-05,3
-663.3926,85.79057,2.1770325,9.588415,11.444716,17.208538,-7.6939616,2.2070692,0.35338458,-4.6252065,-5.216202,1.9937081,1.9968303,-0.007295223,-0.01030601,-0.0102729555,-0.010217892,-0.010141288,-0.010043512,-0.009925101,-0.009786766,-0.009629235,-0.009453431,-0.009260283,-0.009050849,-0.008826278,0.001615162,0.0022815983,0.0022737486,0.002260744,0.0022426315,0.0022195023,0.0021914598,0.00215869,0.0021213172,0.0020795676,0.002033623,0.0019837038,0.0019300898,3
-811.16907,72.33019,20.975363,27.697058,9.177959,18.24777,2.3478272,9.550036,3.9632273,3.477527,1.9808874,2.1365478,3.3779912,0.044652272,0.04814041,0.037806638,0.03673311,0.03573612,0.0337551,0.031061407,0.026353315,0.02802346,0.029510392,0.027626114,0.022416826,0.020283138,-0.0077412734,-0.008886811,-0.00895375,-0.006322867,-0.0066335103,-0.007985062,-0.0058468073,-0.0063927835,-0.006724028,-0.008650601,-0.01141274,-0.013054356,-0.012249631,1
-773.04486,70.79507,7.784384,14.736279,7.278001,13.929562,-0.8238485,6.634629,-4.111044,-2.5030305,-6.6509104,-0.8331543,3.2232523,-0.00949732,-0.0056505175,0.008509362,0.012321556,-7.767181e-05,-0.017614624,-0.022253698,-0.007561575,0.012189203,0.017549653,0.0070015397,-0.0033046305,-0.0004996411,-0.006212128,-0.008104217,-0.008767036,-0.0117602935,-0.012516447,-0.010561961,-0.010805642,-0.013730654,-0.015443843,-0.014844568,-0.0127065005,-0.008974734,-0.0056785354,1
-723.49066,79.28651,1.754907,13.595489,11.916802,15.058549,-4.6747484,5.3049164,-7.2780266,-11.036374,-0.59386945,2.1674511,-2.5837498,0.19831368,0.17103538,-0.014901399,-0.024828335,0.037080824,0.010061349,-0.0016289919,-0.014669324,-0.040850542,-0.040766507,-0.006680164,0.027500555,-0.004843683,0.043692753,0.01249818,-0.008678286,0.006059425,-0.008322057,0.0022888025,0.008998688,0.0110976,0.009617834,7.735896e-06,-0.0031422044,-0.0006809017,-0.001385218,4
-749.1162,61.253426,-11.576973,4.346931,-4.373045,-0.5999522,-12.220243,0.50415045,-13.321478,-8.59667,-5.091585,-5.469704,-6.1145644,0.0007575706,0.0010805719,0.0010776048,0.001005055,0.0008431982,0.00063372543,0.00043595867,0.00026541582,8.289314e-05,-0.00015414791,-0.0004353582,-0.0006989726,-0.00088931306,-0.0019415264,-0.0027223192,-0.0026519976,-0.002534782,-0.002370955,-0.0021614253,-0.0019080521,-0.0016141284,-0.0012846288,-0.00092655345,-0.0005487564,-0.00016196715,0.00022167776,8
-596.6573,65.65008,-11.779356,-0.0694628,3.4989696,5.4053197,-13.09297,-4.9278617,-16.524609,-11.799851,-1.9926876,-1.2845932,-7.3572273,0.16244434,0.052893348,-0.090851486,0.02583588,0.04342173,-0.039239734,-0.0174251,0.005367118,-0.020995276,-0.024642691,-0.011419719,-0.0015909765,-0.014219555,-0.009824033,-0.0028037622,0.0051970785,-0.0068455706,-0.009911856,0.0046573854,0.009218499,-0.0008976431,-0.002289095,0.010374883,0.019281756,0.013935332,0.0011242279,3
-644.76324,71.43057,1.2487059,11.08558,5.9716854,7.841007,-6.64669,10.92575,-2.3717432,-3.83741,1.4312316,-1.7295883,-0.50633377,0.19999349,0.15199502,-0.062236186,-0.12318786,-0.06146992,-0.015156509,-0.017510582,-0.03449719,-0.03876173,-0.025736349,-0.007107696,0.0054246127,-0.0062866723,0.08133714,0.066001326,-0.0071179653,-0.015656475,0.009667265,0.013236614,0.0065790224,0.012308442,0.018108025,0.010909747,0.0033269648,0.010657392,0.021340659,5
-620.1798,59.51889,-5.0410857,3.2066891,-3.1789336,-2.4611776,-12.686187,-4.5201683,-8.377555,-4.492912,-6.2930865,-3.6449015,-6.3889284,0.0050168657,0.006989517,0.0066790823,0.0061782524,0.005510775,0.004707552,0.0038043954,0.0028398966,0.0018529084,0.00088035455,-4.4639502e-05,-0.00089418015,-0.0016464998,0.00096155156,0.0013934637,0.0014872901,0.0016199021,0.0017593432,0.0018675583,0.0019058831,0.0018410386,0.0016502122,0.0013251776,0.00087435974,0.00032285176,-0.00028968867,8
-645.8334,73.60756,-4.3351464,11.914369,2.0500834,13.145191,-4.1349154,2.2439225,-7.852623,1.519552,0.42929366,-2.3645127,0.42202452,0.105511546,0.120990954,0.05775788,0.0037838975,-0.012656946,0.0021899862,0.022558477,0.029638465,0.022808222,0.012134947,0.0065459763,0.008347218,0.013824677,0.018887378,0.018654635,0.0019161546,-0.00898022,-0.006592989,0.0043460852,0.013946243,0.016075106,0.0107690105,0.001761186,-0.0059269997,-0.007874795,-0.0032915797,8
-574.65936,41.524376,-14.717903,0.4588161,-8.959451,-3.6732104,-13.946679,-2.4975488,-13.522322,-12.355049,-2.6341462,-1.4553087,-3.4824355,-8.524463e-08,1.0655579e-08,1.0655579e-08,0.0,-5.3277893e-09,1.0655579e-08,0.0,0.0,-1.598337e-08,-1.0655579e-08,-5.3277893e-09,0.0,-5.3277893e-09,-5.3277893e-09,0.0,-3.3298684e-09,1.26535e-08,-9.989606e-10,-2.6638947e-09,4.661816e-09,5.3277893e-09,-3.9958423e-09,1.3319473e-09,-4.994803e-09,2.6638947e-09,-4.661816e-09,8
-772.12463,65.82404,-0.5248906,7.9660473,-3.6862447,0.65287083,-9.189837,-1.9216053,-12.528973,-8.449689,-5.2708573,-7.823568,-5.8238506,0.004278151,0.005841487,0.0052422467,0.0043292935,0.0032140038,0.002022735,0.00087734807,-0.000120115816,-0.00089636765,-0.0014102203,-0.0016522004,-0.0016425127,-0.0014279818,-0.0031557574,-0.004277455,-0.0037507347,-0.0029641988,-0.0020297735,-0.0010638761,-0.00016595348,0.0005922735,0.0011660066,0.0015296892,0.0016691587,0.0015798935,0.0012721592,4
-621.9662,56.769108,-28.201883,-3.84925,-7.7775865,-7.5762825,-19.841038,-5.7135835,-12.043022,-14.330423,-6.370714,-3.2610092,-10.446662,4.14641e-08,0.0,-1.5549038e-08,-2.5915063e-09,3.8872594e-09,1.0366025e-08,-2.073205e-08,-5.1830127e-09,0.0,0.0,5.1830127e-09,-1.0366025e-08,-1.5549038e-08,-3.1098075e-08,-5.1830127e-09,-1.2957532e-09,5.1830127e-09,-9.070272e-09,-3.2393828e-09,-7.774519e-09,0.0,-6.478766e-10,4.535136e-09,-2.1055988e-09,0.0,-6.1548273e-09,3
-734.5076,64.95303,-2.041213,9.807312,-5.682257,3.5353365,-8.376997,1.2375989,-11.2393055,-6.707624,-6.4579577,-3.1420207,-6.099597,0.009027338,0.012621246,0.0121484045,0.011158083,0.009324427,0.0065739835,0.0034798114,0.0010215058,-0.0002263387,-0.0006076089,-0.00099145,-0.0019314573,-0.0032970633,-1.1793309e-05,-0.00011761635,-0.00039412157,-0.00065417186,-0.00048918853,0.0003717607,0.001618904,0.0024885451,0.002477302,0.0018489333,0.0013296494,0.0013729194,0.0018348735,2
-723.353,63.696545,7.248349,12.215056,9.882336,11.555437,-3.018975,0.39862365,-1.4650079,-1.8853823,-0.6847645,-1.4923929,-3.2779837,0.0005800184,0.00064460316,0.00013441045,-0.00066434796,-0.0016779626,-0.002811357,-0.003956265,-0.005001878,-0.0058471416,-0.006413183,-0.006654338,-0.0065652193,-0.006182207,0.0046248105,0.0064418195,0.0061413688,0.0056272517,0.0048894,0.003929977,0.0027726423,0.0014675809,9.033039e-05,-0.001265178,-0.0024976823,-0.0035107906,-0.004224382,8
-795.738,84.394966,7.3694844,15.788103,6.604272,15.044158,-2.2234719,7.886086,-3.814485,0.0971188,-5.1390104,-2.6583693,4.211291,-0.002490443,-0.0035134775,-0.0034876494,-0.003445052,-0.0033861035,-0.0033115267,-0.0032222162,-0.0031191772,-0.0030036448,-0.0028769067,-0.0027404416,-0.0025957644,-0.0024444177,-0.004263999,-0.0060122944,-0.005958982,-0.0058709006,-0.005749205,-0.005595484,-0.005411727,-0.0052003413,-0.0049639856,-0.0047056545,-0.0044285743,-0.0041361526,-0.0038319197,2
-796.6217,89.093956,14.497057,19.061344,2.7799459,16.097887,-4.7728224,4.4885235,-7.0661077,-6.6473756,-1.8501501,-0.8581436,-2.4697475,0.13890429,0.13678408,0.10446137,0.06601903,0.008035962,0.029238857,0.037146434,0.02468158,0.022101168,0.0035885714,-0.027715549,-0.04022359,-0.010377959,-0.01042425,-0.017137485,-0.009183255,-0.00023546057,0.004094066,0.011775512,0.010838907,0.006969076,-0.0023653447,-0.001844817,-0.0021605154,-0.0051365905,-0.0049713776,4
-690.9389,63.818695,-3.3481722,12.579072,0.3852835,13.704884,-6.405557,-0.9385302,-2.031565,-6.1699758,-7.508247,-2.0373073,0.08450672,9.332593e-08,4.6662965e-08,1.1665741e-08,-2.3331483e-08,-1.1665741e-08,-1.1665741e-08,0.0,0.0,-1.1848018e-09,5.8328706e-09,-2.9164353e-09,-1.0207523e-08,5.8328706e-09,3.499722e-08,1.3853067e-08,0.0,1.6404949e-09,5.8328706e-09,-6.692991e-09,-3.4632668e-09,-2.1873263e-09,-1.1665741e-08,-4.3746526e-09,-3.645544e-09,3.645544e-09,3.189851e-09,3
-640.6293,67.84483,7.2668047,10.475261,11.801204,14.228755,1.5015979,2.989209,4.827244,0.1990964,1.9269402,2.690227,1.1232551,-0.0015157064,-0.0021420168,-0.0021372703,-0.0021294993,-0.0021186385,-0.0021047504,-0.0020878671,-0.0020680442,-0.002045331,-0.0020198415,-0.0019916045,-0.001960737,-0.0019273262,-0.00194346,-0.0027462365,-0.0027396628,-0.0027287337,-0.0027134747,-0.002693974,-0.0026702764,-0.0026424807,-0.0026106704,-0.002574982,-0.0025355313,-0.0024924679,-0.0024459304,4
-680.62146,88.15397,8.993406,16.04602,11.552898,21.452555,-8.871027,7.5168304,-2.2122204,-6.4832582,-2.5898266,1.3100616,3.3601239,0.020498673,0.027439762,0.023133697,0.017007036,0.010336374,0.0043867542,6.573442e-05,-0.0022886987,-0.002889564,-0.0022572572,-0.00089088385,0.0009338245,0.0031058684,-0.002819485,-0.0043821437,-0.005338915,-0.006309731,-0.006739502,-0.0063585965,-0.0052779713,-0.0038543202,-0.002448504,-0.0012529772,-0.00028283327,0.000513849,0.0011495516,2
-790.26166,80.58139,22.82126,34.652763,11.41898,21.795076,3.501719,9.889286,3.5636618,3.1492212,1.437624,3.7287736,5.797356,0.09719136,0.09450336,0.08023873,0.06582343,0.052547917,0.036395665,0.035765827,0.04499859,0.04494982,0.0412331,0.03250743,0.023941467,0.029076658,0.06489518,0.06383231,0.03737556,0.029114377,0.027661525,0.019238975,0.018282019,0.015209653,0.020680398,0.018679608,0.019969132,0.017577574,0.017971873,1
-702.3943,73.18197,9.424516,19.05401,5.8574877,13.2142935,-5.2392745,8.1185665,-9.377001,-6.015669,1.0602987,2.2714324,-0.016903896,0.43642896,0.0805068,-0.0962658,0.031532053,-0.07641029,-0.1523236,-0.0891709,0.012320552,-0.046825223,-0.0018243135,-0.007476269,0.018204816,0.013976105,-0.045645423,0.035961106,0.013238247,0.016246824,0.017034423,0.004004765,0.010889935,-0.0051789214,0.007538647,-0.0115921525,0.005787398,-0.00257279,0.00018262718,7
-720.47064,57.89538,1.3741121,10.020806,3.6492395,13.213192,-3.4629595,2.7721865,-3.635548,-3.2779999,-4.7985177,-3.0843427,1.8747934,0.0028226816,0.0039771013,0.0039437106,0.0039132233,0.0038966404,0.003883605,0.0038527409,0.0037930664,0.0037150565,0.0036404375,0.0035808466,0.0035265388,0.0034563693,-0.0025336507,-0.0034849173,-0.003283229,-0.0031653084,-0.0032264139,-0.0033755484,-0.0034258564,-0.0032804837,-0.0030288599,-0.0028583475,-0.0028683764,-0.002972211,-0.0029834176,6
-766.2434,81.096695,7.5154314,16.757854,9.670489,16.60395,-5.4472885,6.728945,-4.684162,-3.5005348,-5.6366963,-0.50920224,1.2520719,-0.04371359,-0.057850465,-0.048594557,-0.038360134,-0.03016619,-0.024871286,-0.021518407,-0.018732974,-0.015646325,-0.013661262,-0.014427774,-0.017465837,-0.021250062,-0.020014325,-0.025216661,-0.01817555,-0.011143208,-0.007855758,-0.008389317,-0.009790206,-0.009579246,-0.007075356,-0.004089125,-0.0023311079,-0.0030176758,-0.0048563257,4
-833.78754,83.06204,15.409503,27.423962,7.474648,17.989527,7.487274,11.77789,-2.7139378,-1.9667387,3.2854629,-0.17061548,4.861233,0.01686461,0.014912543,0.02047831,0.015247117,0.0038414106,-0.002341882,-0.010505769,0.0031566725,-0.012962481,-0.004432572,-0.015556965,-0.010023594,0.011204266,0.07429522,0.080323435,0.028168863,0.013989158,0.0032643792,0.012154097,-0.0013861831,-0.015446282,-0.0065406812,0.0068739243,-0.0025373711,0.003618887,-0.007150206,4
-560.428,66.135284,-16.677141,2.4825346,-1.655095,6.4527245,-17.48208,-3.4485462,-11.961409,-14.255444,-5.1482716,-0.9188258,-3.5635595,0.0035935887,0.0050722104,0.005042176,0.004992478,0.0049235504,0.004835972,0.0047305846,0.0046082623,0.0044701053,0.004317394,0.0041513727,0.0039735623,0.003785465,-0.004565113,-0.0064479667,-0.0064237677,-0.0063836183,-0.0063277446,-0.006256552,-0.0061704586,-0.0060700374,-0.0059559103,-0.0058287815,-0.0056894333,-0.005538745,-0.0053776107,6
-774.81647,79.19252,18.615715,17.769857,3.3077576,15.22923,0.43583235,3.9021444,-2.657886,0.29881135,-1.4072127,-0.5294113,3.419877,0.016220003,0.022271711,0.02140803,0.020968072,0.02071049,0.020760924,0.020346437,0.019461537,0.018495321,0.01751219,0.017068857,0.016688278,0.016263435,0.0032685357,0.004871378,0.005140127,0.0052434234,0.0051534004,0.004533133,0.0038617656,0.003510309,0.0034460397,0.0034225278,0.0029575028,0.0025108757,0.0024215502,4
-834.6131,86.201355,8.9818,19.039982,10.5561,17.420536,-1.3239248,2.5937428,-1.9782252,-2.750586,-0.47452137,0.4841097,-2.5540645,0.07137866,0.08527219,0.051783945,0.042183828,0.041796397,0.03871492,0.022256926,0.008349532,0.004860429,0.011695064,0.004875671,-0.005005784,2.0312361e-06,0.026987193,0.019324962,0.0025016305,-0.012597925,-0.01042213,-0.0024523486,0.0024311543,0.014468028,0.01663433,-0.00064999575,-0.0039594425,0.009202778,0.003266465,8
-744.53784,53.820515,1.2800391,11.526896,-0.43636006,12.888156,-3.3582168,6.0959105,-5.0652966,-1.9795786,-2.806576,-1.958132,1.7035043,0.0052650715,0.0059107197,0.0026314287,0.00033053037,0.0005711632,0.0023694532,0.0032843284,0.0018843365,-0.0008222152,-0.0023577788,-0.0011642117,0.0019193244,0.004479612,0.00011169225,-0.00031281545,-0.0012214279,-0.0015810882,-0.000955569,5.999019e-05,0.00042053201,-0.00029961474,-0.0014369404,-0.0018690261,-0.0011373813,6.283186e-05,0.00054306904,7
-486.16324,52.60518,-19.993431,-1.8657408,-11.44944,4.718324,-13.633381,-1.0860151,-6.5007424,-9.766384,-5.130365,1.8849075,-1.680181,0.021827102,0.02996197,0.027526537,0.024197005,0.02053852,0.016837176,0.013262489,0.010137211,0.007939713,0.0069898646,0.0071543977,0.007918492,0.008781099,0.008430167,0.011506409,0.01038114,0.008819624,0.0070662177,0.0052475864,0.0034442598,0.0018075049,0.00056042377,-0.00013867093,-0.00032516438,-0.00020054088,3.4819393e-05,6
-719.7869,78.37082,-1.3558567,12.073179,-0.37910026,10.386168,-9.890419,3.1031432,-10.454986,-11.473065,-5.5088577,-2.9726536,-8.342521,-0.23456305,-0.13020092,0.059685607,0.008421978,-0.015558818,0.023447335,0.005074677,0.036809124,0.046562605,0.032559257,0.055781126,0.085570164,0.037125472,-0.0332964,-0.020963227,-0.0004725403,-0.004868259,-0.0018069511,0.0048968485,0.00033221164,0.0044307085,-0.003711414,-0.011200617,-0.009136348,-0.00877206,-0.019104926,4
-787.0389,84.90215,5.830394,17.479328,-5.998234,13.340541,-10.553716,-6.9273787,-13.97303,-8.883315,0.624069,-1.8915955,-4.5971594,-0.090139605,0.04720642,0.08305271,-0.03153567,-0.028287278,-0.015575503,0.0065584797,0.006518368,0.0063947337,0.0073682945,-0.04473463,-0.033411227,-0.012644107,-0.008418701,0.0023884478,0.008506831,0.0021379641,-0.0011301974,-0.0114345895,0.004657473,0.009457111,-0.0009860926,0.005531694,0.004113604,-0.0062879077,-0.0011436727,2
-537.6196,33.012276,-25.31732,-5.1640983,-6.2337756,-2.68979,-23.119574,-3.7770207,-11.568628,-15.158949,-3.4220521,-6.857589,-9.334476,4.0798902e-08,4.0798902e-08,1.01997255e-08,1.5299587e-08,0.0,-2.5499314e-09,0.0,-1.2749656e-08,5.0998628e-09,-5.0998628e-09,5.0998628e-09,0.0,2.5499314e-09,4.0798902e-08,1.9124485e-08,1.2749656e-08,-1.21121735e-08,1.4024622e-08,4.46238e-09,-5.0998628e-09,-7.012311e-09,3.187414e-09,3.1874142e-10,-5.0998628e-09,-3.824897e-09,-5.0998628e-09,3
-645.99414,62.201214,-22.325567,2.2682207,-4.1284475,-2.2996223,-16.731071,-0.15728676,-14.737903,-9.184089,-4.6852193,-7.1903963,-6.9174914,0.0019872477,0.0027359345,0.0025193247,0.0021784331,0.0017410766,0.0012420822,0.0007193953,0.00021032318,-0.00025223638,-0.00064274506,-0.00094527466,-0.0011541975,-0.0012739936,-0.0012745648,-0.001757855,-0.0016274465,-0.001421994,-0.0011579748,-0.00085591385,-0.0005382627,-0.00022708911,5.8115183e-05,0.00030216968,0.0004955609,0.0006348517,0.00072246726,6
-606.1673,58.899384,-10.4817295,12.041817,-9.304419,2.9105556,-2.3053682,-5.537083,-11.717689,-2.618044,-7.102782,-4.46888,-0.10387669,-0.009676961,-0.013678444,-0.013658208,-0.013624541,-0.013577513,-0.013517185,-0.013443755,-0.01335731,-0.013258133,-0.013146337,-0.013022217,-0.012886019,-0.012738053,-0.0012729915,-0.0017988449,-0.0017949209,-0.0017883453,-0.0017791422,-0.0017673814,-0.0017530798,-0.0017362755,-0.0017170359,-0.0016953606,-0.0016713846,-0.0016451557,-0.0016167314,3
-714.3004,82.45103,9.981383,20.692297,7.222905,16.954689,-10.821981,3.1192968,-4.5013022,-4.477941,0.7906292,-1.6690745,-4.6084337,0.07410874,0.08815107,0.054215427,0.029776739,0.02498238,0.0313564,0.037247013,0.03841247,0.032383323,0.020050026,0.006954534,-0.0028425981,-0.00750199,0.0042443634,0.004149862,0.00029794144,-0.0026224693,-0.0033790094,-0.0039966954,-0.0077311466,-0.013795526,-0.015754439,-0.008592146,0.002028059,0.006743867,0.0055769295,8
-817.3904,59.042057,6.123405,13.429202,-2.8213582,2.5751166,-9.308942,5.1998286,-12.210788,-0.59872717,-2.393376,-3.013224,-1.8622,0.05287162,0.060276203,0.039549142,0.029109508,0.023534033,0.021428967,0.019930556,0.0173565,0.011796291,0.0090173315,0.0111615965,0.014029577,0.0136791915,-0.012421403,-0.015556593,-0.012522732,-0.008541893,-0.0038458859,-0.0004122597,0.0021443074,0.002448376,0.003388261,0.004194014,0.0022392825,-0.00019879315,-0.0019044057,1
-680.1184,70.02856,-9.177156,9.5301,1.0462236,8.79537,-12.49187,0.26677603,-9.771498,-11.594126,-4.3316,-2.3822815,-8.43816,0.03503253,0.045648254,0.036487103,0.02749266,0.022615995,0.021680713,0.021469247,0.018943459,0.01352246,0.0069072214,0.0013316717,-0.0020186214,-0.0034488232,-0.008084215,-0.009671138,-0.005501709,-0.0014674609,0.0002946684,-0.0004322196,-0.0018925518,-0.001812401,0.00078770035,0.004857913,0.008186746,0.009071333,0.0074275606,3
-735.28894,71.72181,-10.307681,4.033369,-2.042387,2.505009,-12.377805,-3.4877493,-8.60394,-7.2736897,-4.78909,-4.358867,-8.613539,0.010121455,0.0138492435,0.012268134,0.009308984,0.005196203,0.00083100644,-0.0026446583,-0.0045526703,-0.0050468715,-0.0048505585,-0.0046464084,-0.004701951,-0.0049710576,0.0022890891,0.0031651,0.0030348892,0.003006968,0.0031458137,0.0033424804,0.0033212036,0.0027093766,0.0012802057,-0.00067273004,-0.0022390261,-0.002413056,-0.0009220572,3
-587.8635,43.48607,-7.00048,9.804128,-9.530241,3.6704454,-11.217296,-4.6103683,-8.93296,-5.3621492,-6.4173512,-3.05358,-5.6978593,0.007861211,0.011052792,0.010861596,0.010553747,0.010144913,0.009655567,0.009109644,0.00853319,0.007952585,0.0073930826,0.0068772966,0.0064238952,0.006046662,0.00040029694,0.00054074515,0.0004663107,0.00034784942,0.00019332275,1.313038e-05,-0.00018055376,-0.00037469118,-0.00055615295,-0.00071274774,-0.00083389616,-0.00091156265,-0.000940698,8
-439.8744,44.71046,-25.500208,-2.8613641,-16.04108,-8.983412,-21.4929,-4.2837505,-9.836406,-10.700391,-3.362032,-3.4163454,-3.631836,0.0037369821,0.00505582,0.0043981494,0.0033950969,0.0021720026,0.0008775206,-0.0003376381,-0.0013418478,-0.0020403955,-0.0023867944,-0.0023864952,-0.0020926045,-0.0015944407,-0.0039652516,-0.005370158,-0.0046868604,-0.0036422997,-0.0023633377,-0.001001136,0.00029032605,0.0013754304,0.0021546513,0.0025763446,0.0026407014,0.0023959521,0.0019274927,5
-549.96423,50.73939,-0.025803043,20.967764,-1.5730053,11.055422,-1.6390793,6.884806,-1.0680686,3.7185962,-2.691918,1.0663003,2.2567883,-0.008719924,-0.012320739,-0.012287506,-0.012232237,-0.012155177,-0.012056623,-0.011936958,-0.011796661,-0.011636276,-0.011456444,-0.011257862,-0.011041304,-0.010807619,0.0004110983,0.00058189424,0.00058313814,0.0005851856,0.0005879645,0.00059140066,0.00059537566,0.0005997783,0.00060445775,0.0006092568,0.0006139952,0.0006185009,0.00062254595,8
-720.57513,74.05718,-9.920189,7.4208937,-1.6251993,1.1315529,-4.7450433,1.866607,-12.980797,-4.9768305,-2.3034582,-0.7889332,-4.3053355,0.19211301,0.14740932,-0.023389002,-0.04192315,-0.0019403878,0.01590821,0.016236585,-0.0069927336,-0.028512135,-0.020818945,0.011333165,0.032966875,0.014893026,0.051975127,0.029354945,-0.022209432,-0.01744012,-0.0067429454,-0.003263826,0.0045843436,0.0004374994,-0.009720831,-0.009548372,0.004200673,0.01610052,0.0049961475,7
-663.00507,68.92278,-4.0626864,12.582797,-4.9382076,3.6142201,-12.317963,-7.4580927,-13.716268,-13.694325,-8.861506,-3.3186543,-9.1627865,0.14604832,0.12516145,-0.006514959,-0.04075384,-0.0077584055,0.0033882214,-0.0005691578,0.0044640475,-0.0080551095,-0.033008598,-0.025496807,0.002449962,-0.0007176705,-0.0032268353,-0.0033992033,0.00031506136,0.00467122,0.0042547663,-0.0027425787,-0.007999541,-0.0024078216,0.007850591,0.006634342,-0.0071002766,-0.014242533,-0.0037042436,4
-761.4478,76.40746,3.9987533,19.285975,-3.0982072,11.516054,-7.9690485,3.7017107,-6.494599,-6.4095464,-3.3320117,-4.574566,-7.720395,0.107802585,0.09041229,0.04303051,0.03796519,0.017413793,0.02495597,0.024464255,0.024158273,0.016569402,-0.00096729107,-0.0067569003,-0.020679118,-0.025135184,0.023519285,0.015516862,0.0038725785,0.0012640966,-0.0061779036,-0.0015752701,-0.001697723,-0.0009011797,0.0025173104,0.0062676216,0.0057817777,-0.00678481,-0.011372264,2
-774.1828,86.15284,-7.345814,16.091545,-6.700212,8.071125,-12.699074,-5.032943,-12.470155,-7.4310093,-3.261085,-3.170843,-3.7693818,0.10548275,0.074260786,0.015776832,0.0038350667,-0.009433746,-0.008810386,-0.011482869,0.0013280581,0.001997722,0.00015079466,0.012138177,0.0029701248,-0.0050421497,-0.057269804,-0.027075412,-0.0072069275,-0.015780522,-0.009129202,-0.003216397,-0.0024686207,-0.004884586,-0.0055440334,-0.0060161673,-0.0068048737,-0.0001539233,0.005933858,7
-757.0632,99.28453,12.471709,16.682758,8.561649,16.364847,-2.2405758,5.6941695,2.6469948,3.5122068,1.6111335,0.42038783,0.6631293,0.03309188,0.053561375,0.044082552,0.00991938,0.0013143909,0.017403677,0.012897438,0.0025386065,0.012401834,0.014094838,0.0013012913,0.0025262993,0.00495542,0.038460635,0.047520638,0.025584152,0.0021977958,-0.0038167925,-0.004079103,-0.012452094,-0.01501009,-0.0076106247,-0.0054221894,-0.0032204685,0.008064106,0.00826947,2
